"","Manuscript.Number","Author.Name","Article.Title","Article.Type","Current.Status","Status.Date","Initial.Date.Submitted","Review.Status","DOI","Short.Title","Keywords","Reviewers","Handling.Editor","Assigned.Editors","Country","is_China"
"112","PNMC-D-21-00056R4","Haomin Yang (CHINA)","Biomarkers and disease trajectories influencing women's health: results from the UK Biobank cohort","Article","Final Decision Accept","15 Apr 2022","03 Nov 2021","",NA,"","","An Pan, Ph.D. ; Tiejun Zhang ; An Pan, Ph.D. ; Tiejun Zhang","Sankari Gireesa","Chen Ding","CHINA","China"
"111","PNMC-D-21-00057R4","Liyuan Peng (CHINA)","Increased soluble epoxide hydrolase activity positively correlates with mortality in heart failure patients with preserved ejection fraction: evidence from metabolomics","Article","Final Decision Accept","02 Aug 2022","04 Nov 2021","",NA,"","","Hans Persson, M.D. Ph.D. ; John M Seubert ; Christophe Morisseau ; Hans Persson, M.D. Ph.D. ; John M Seubert ; Hans Persson, M.D. Ph.D. ; John M Seubert ; Tobias Daniel Trippel ; Bruce D. Hammock ; Hans Persson, M.D. Ph.D. ; John M Seubert","Sankari Gireesa","Chen Ding","CHINA","China"
"110","PNMC-D-21-00058R2","Jian Wang (CHINA)","Deep Clinical Phenotyping of Parkinson’s Disease: Towards a New Era of Research and Clinical Care","Review","Final Decision Accept","28 Mar 2022","24 Nov 2021","2 Complete; 0 Partial Review Saved",NA,"","","Sean Gibbons ; Jianping Jia ; Sean Gibbons ; Jianping Jia ; Sean Gibbons * ; Jianping Jia *","Sankari Gireesa","Chen Ding","CHINA","China"
"109","PNMC-D-21-00059","Ting Ni (CHINA)","Reduced usage of GLS intronic polyadenylation promotes cellular senescence","Article","Revise","04 Jan 2022","06 Dec 2021","2 Complete; 0 Partial Review Saved",NA,"","","Yangming Wang * ; Ming Yu *","Sankari Gireesa","Chen Ding","CHINA","China"
"108","PNMC-D-21-00060R2","Haojie Lu (CHINA)","Nascent proteome and glycoproteome reveal the inhibition role of ALG1 in hepatocellular carcinoma cell migration","Article","Final Decision Accept","22 Mar 2022","12 Dec 2021","",NA,"","","Ling Dong ; Jianguo Wang ; Wantao Ying ; Ling Dong ; Jianguo Wang ; Wantao Ying","Sankari Gireesa","Chen Ding","CHINA","China"
"107","PNMC-D-21-00061R1","Mei Tian (CHINA)","Phenomic Imaging","Review","Revision Needs Approval","28 Sep 2022","23 Dec 2021","",NA,"","","Juergen Hennig, PhD ; Patrick J. Treado","","","CHINA","China"
"106","PNMC-D-21-00062","Jian YANG (CHINA)","Research Progress of Magnetic Micro-nano Robots for Biomedical Applications","Article","Final Decision Reject","22 Jan 2022","22 Dec 2021","2 Complete; 0 Partial Review Saved; 3 Declined",NA,"","","James Martin * ; Yuanyi Zheng *","Sankari Gireesa","Chen Ding","CHINA","China"
"105","PNMC-D-21-00063R3","Manoel Teixeira Souza Jr (BRAZIL)","Multi-Omics A nalysis of young Portulaca oleracea L . plants’ responses to high NaCl doses reveal insights on pathways and genes responsive to salinity stress in this halophyte species","Article","Final Decision Accept","04 May 2022","27 Dec 2021","",NA,"","","Miki Daisuke ; Ali Raza, Ph.D.; Post-doc research fellow ; Miki Daisuke ; Ali Raza, Ph.D.; Post-doc research fellow","Sankari Gireesa","Chen Ding","BRAZIL","Overseas"
"104","PNMC-D-21-00064R3","Yang Zhang (CHINA)","Identification of Germline Mutations in East-Asian Young Never Smokers with Lung Adenocarcinoma by Whole Exome Sequencing","Article","Final Decision Accept","07 May 2022","27 Dec 2021","",NA,"","","Samira Kalayinia ; Martine Tétreault ; Samira Kalayinia ; Bryan P. Stanifer ; Samira Kalayinia ; Bryan P. Stanifer","Sankari Gireesa","Chen Ding","CHINA","China"
"103","PNMC-D-21-00065R5","Guoqing Zhang (CHINA)","MPA: A standardized atlas for the Mycobacteriaceae phenome based on heterogeneous sources","Article","Final Decision Accept","03 Mar 2023","28 Dec 2021","",NA,"","","Arnab Sen ; Xingming Zhao ; Prashanth Suravajhala ; Xiaohan Tanner Zhang, MD,MS ; Prashanth Suravajhala ; Xiaohan Tanner Zhang, MD,MS ; Prashanth Suravajhala ; Chunlei Wu ; Chunlei Wu","Sankari Gireesa","Chen Ding","CHINA","China"
"102","PNMC-D-21-00066","Subhashish Dey (INDIA)","Applications of Plants Leaf Biosorbents for Elimination of Iron and Phosphorus from contaminated Water: A Review","Review","Final Decision Reject","17 Mar 2022","29 Dec 2021","3 Complete; 0 Partial Review Saved; 5 Declined",NA,"","","Kunta Ravindhranath * ; Ashok K. Sharma, PhD * ; Hai Nguyen Tran *","Sankari Gireesa","Chen Ding","INDIA","Overseas"
"101","PNMC-D-22-00001R3","Jianping Weng (CHINA)","The placenta in gestational diabetes mellitus: The hub for metabolic disturbance in mother and offspring","Review","Final Decision Reject","15 Feb 2023","05 Jan 2022","3 Complete; 0 Partial Review Saved; 3 Declined",NA,"The placenta in gestational diabetes mellitus","Placenta, Gestational diabetes mellitus","Theresa Powell, PhD ; Uma Radhakrishnan Nair, PhD ; Theresa Powell, PhD ; Johan Verhaeghe ; Liping Hao ; Theresa Powell, PhD ; Johan Verhaeghe ; Yi Wang ; Christopher J Nolan * ; Theresa Powell, PhD * ; Johan Verhaeghe *","Sankari Gireesa","Chen Ding","CHINA","China"
"100","PNMC-D-22-00002R4","Minghui Chen (CHINA)","Identification of key factors in cartilage tissue during the progression of osteoarthritis using a non-targeted metabolomics strategy","Article","Revise","17 Apr 2023","10 Jan 2022","1 Complete; 0 Partial Review Saved",NA,"","","Yanhua Chen ; Yasin El Abiead, MSc ; Yanhua Chen ; Zhonghua Wang ; Yanhua Chen ; Zhonghua Wang ; Elisa Belluzzi, Ph.D. ; Zhonghua Wang ; Elisa Belluzzi, Ph.D. *","Sankari Gireesa","Chen Ding","CHINA","China"
"99","PNMC-D-22-00003R7","Yong Wang (CHINA)","Human genetic variants associated with COVID-19 severity are enriched in immune and epithelium regulatory networks","Article","Final Decision Accept","12 Jul 2022","12 Jan 2022","",NA,"","","Erola Pairo-Castineira ; Maria Palmieri ; Xinyi Xia ; Maria Palmieri ; Xinyi Xia","Sankari Gireesa","Chen Ding","CHINA","China"
"98","PNMC-D-22-00004R4","An Pan (CHINA)","Low concordance between blood pressures measured in periodic health examinations and in a workplace-based hypertension management program","Article","Final Decision Accept","22 Jul 2022","15 Jan 2022","",NA,"","","Yuan-Yuan Kang ; Felix Vaura, BA ; Yuan-Yuan Kang ; Felix Vaura, BA","Sankari Gireesa","Chen Ding","CHINA","China"
"97","PNMC-D-22-00005R3","Chunhui Deng (CHINA)","Metabolic molecular diagnosis of inflammatory bowel disease by synergistical promotion of layered titania nanosheets with graphitized carbon","Article","Final Decision Accept","15 Apr 2022","19 Jan 2022","",NA,"","","Kun Qian, Ph.D. ; Zhixin Tian ; Ornella Cominetti ; Kun Qian, Ph.D. ; Zhixin Tian ; Wei Zhang ; Ornella Cominetti ; Kun Qian, Ph.D. ; Zhixin Tian","Sankari Gireesa","Chen Ding","CHINA","China"
"96","PNMC-D-22-00006R2","Bernard Friedenson (UNITED STATES)","Chromosome breaks in breast cancers occur near herpes tumor virus sequences:  an insight into why the cancer comes back","Article","Reviews Completed","29 Apr 2023","23 Jan 2022","2 Complete; 0 Partial Review Saved; 2 Declined",NA,"","","Despoina Kalfakakou ; Jianjun Liu, PhD ; Mariella Tancredi ; Despoina Kalfakakou ; Anna P. Sokolenko ; Haomin Yang ; Qiang Gao * ; Haomin Yang *","Chen Ding","Chen Ding","UNITED STATES","Overseas"
"95","PNMC-D-22-00007R6","Siyuan Tu (CHINA)","Management of Intraductal Papilloma of the Breast Diagnosed on Core Needle Biopsy: Latest Controversies","Review","Final Decision Accept","17 Nov 2022","25 Jan 2022","",NA,"","","Kiran Jakate ; Xueqing Wu ; Xueqing Wu ; MEDICINSKI FAKULTET SVEUČILIŠTE U ZAGREBU ; Xueqing Wu ; MEDICINSKI FAKULTET SVEUČILIŠTE U ZAGREBU ; Enrico Cassano ; Xueqing Wu ; Enrico Cassano ; Xueqing Wu","Sankari Gireesa","Chen Ding","CHINA","China"
"94","PNMC-D-22-00008R3","Jose Arturo Molina-Mora (COSTA RICA)","Clinical profiles at the time of diagnosis of SARS-CoV-2 infection in Costa Rica during the pre-vaccination period using a machine learning approach","Article","Final Decision Accept","28 Apr 2022","07 Feb 2022","",NA,"","","Dimitra S. Mouliou ; Kayode Oshinubi ; Dimitra S. Mouliou ; Kayode Oshinubi ; Dimitra S. Mouliou ; Kayode Oshinubi","Sankari Gireesa","Chen Ding","COSTA RICA","Overseas"
"93","PNMC-D-22-00009R2","Xianting Ding (CHINA)","A hashing-based framework for enhancing cluster delineation of high dimensional single-cell profiles","Article","Final Decision Accept","15 Apr 2022","09 Feb 2022","",NA,"","","Daigo Okada ; Chunsheng Wu ; Daigo Okada ; Chunsheng Wu","Sankari Gireesa","Chen Ding","CHINA","China"
"92","PNMC-D-22-00010R2","Min Wu (CHINA)","Cross-sectional exploration of the relationship between glutamate abnormalities and tic disorder severity using proton magnetic resonance spectroscopy","Article","Final Decision Accept","19 May 2022","12 Feb 2022","",NA,"","","Beata Galińska-Skok, Ph.D. ; Ling Li ; Andrei Manzhurtsev ; Beata Galińska-Skok, Ph.D. ; Andrei Manzhurtsev","Sankari Gireesa","Chen Ding","CHINA","China"
"91","PNMC-D-22-00011R1","Syed Naqui Ahmad Kazim (INDIA)","Forthcoming developments in models to study hepatitis B virus replication cycle, pathogenesis and pharmacological advancements","Review","Final Decision Reject","01 Jun 2022","14 Feb 2022","3 Complete; 0 Partial Review Saved; 11 Declined",NA,"","","Magda Rybicka ; Jochen Martin Wettengel, Ph.D., M.D. ; Wolfram H. Gerlich, Ph.D. * ; Shuko Murakami * ; Xiaonan Zhang *","Sankari Gireesa","Chen Ding","INDIA","Overseas"
"90","PNMC-D-22-00012R4","Wenhao Zhou (CHINA)","High-resolution and multidimensional phenotypes can complement genomics data to diagnose diseases in the neonatal population","Review","Final Decision Accept","08 Aug 2022","18 Feb 2022","",NA,"","","Marika D'Oria ; Yongkang Kim ; Marika D'Oria ; Yongkang Kim","Sankari Gireesa","Chen Ding","CHINA","China"
"89","PNMC-D-22-00013R6","Hong Zhang (CHINA)","International Nuclear Medicine Consensus on the Clinical Use of Amyloid Positron Emission Tomography in Alzheimer’s Disease","Article","Final Decision Accept","25 Jul 2022","21 Feb 2022","",NA,"","","Pierrick Bourgeat ; Karl Herholz ; Pierrick Bourgeat ; Karl Herholz ; Pierrick Bourgeat ; Karl Herholz ; Jean-Paul Soucy, M.D., MSc ; Pierrick Bourgeat ; Jean-Paul Soucy, M.D., MSc","Sankari Gireesa","Chen Ding","CHINA","China"
"88","PNMC-D-22-00014R3","Xu Lin (CHINA)","Plasma Lipidomic Subclasses and Risk of Hypertension in Middle-aged and Elderly Chinese","Article","Final Decision Accept","23 Apr 2022","21 Feb 2022","",NA,"","","Xiangfeng Lu ; Qibin Qi ; Xiangfeng Lu ; Qibin Qi","Sankari Gireesa","Chen Ding","CHINA","China"
"87","PNMC-D-22-00015R4","Xiao-Yong Zhang (CHINA)","Deep learning assisted quantitative susceptibility mapping as a tool for grading and molecular subtyping of gliomas","Article","Final Decision Accept","22 Nov 2022","13 Mar 2022","",NA,"","","Sachin Aryal ; Bernd Bischl ; Marta Lancione ; Ishan Manandhar ; Sachin Aryal ; Marta Lancione ; Sachin Aryal ; Marta Lancione ; Sachin Aryal ; Marta Lancione","Sankari Gireesa","Chen Ding","CHINA","China"
"86","PNMC-D-22-00016R5","xin liu (CHINA)","Virtual fluorescence translation for biological tissue by conditional generative adversarial network","Article","Final Decision Accept","06 Jan 2023","12 Apr 2022","",NA,"","","Jianwen Luo ; Hugo Oliveira ; Luka Posilović ; J. QUINCY BROWN ; Jianwen Luo ; Luka Posilović ; J. QUINCY BROWN ; Jianwen Luo","Sankari Gireesa","Chen Ding","CHINA","China"
"85","PNMC-D-22-00017R3","Chuantao Zuo (CHINA)","Dopaminergic dysfunction and glucose metabolism characteristics in parkin-induced early onset-Parkinson’s disease compared to genetically undetermined early onset-Parkinson’s disease","Article","Final Decision Accept","09 Sep 2022","21 Apr 2022","",NA,"","","Mario Ezquerra ; Walter Pirker ; Han Soo Yoo, M.D. ; Walter Pirker ; Han Soo Yoo, M.D. ; Fulvio Lauretani ; Han Soo Yoo, M.D.","Sankari Gireesa","Chen Ding","CHINA","China"
"84","PNMC-D-22-00018R5","Jose Arturo Molina-Mora (COSTA RICA)","In silico pipeline to identify tumor-specific antigens for cancer immunotherapy using exome sequencing data","Article","Final Decision Accept","16 Nov 2022","26 Apr 2022","",NA,"","","Arman Bashirova ; Carolina Bekker-Méndez ; José Manuel Nunes ; James Robinson ; Arman Bashirova ; José Manuel Nunes ; James Robinson ; José Manuel Nunes ; James Robinson","Sankari Gireesa","Chen Ding","COSTA RICA","Overseas"
"83","PNMC-D-22-00019R2","Jiehui Jiang (CHINA)","Influence of gender on tau precipitation in Alzheimer’s disease according to ATN research framework","Article","Final Decision Accept","01 Sep 2022","30 Apr 2022","",NA,"","","Suzanne L. Baker ; Frederic Brosseron ; Tengfei Guo, Ph.D. ; Max Holzer ; Frederic Brosseron ; Tengfei Guo, Ph.D. ; Max Holzer","Sankari Gireesa","Chen Ding","CHINA","China"
"82","PNMC-D-22-00020R1","Dongsheng Bi (CHINA)","The protocol of ultrasonic backscatter measurements and its feasibility in evaluating BMD, muscle and fat properties","Protocol","Revise","07 Jan 2023","29 Apr 2022","2 Complete; 0 Partial Review Saved; 27 Declined",NA,"","","WAGNER COELHO DE ALBUQUERQUE PEREIRA, D.Sc. ; Ann Viano ; Elisabetta Camajani * ; Mati Pääsuke *","Sankari Gireesa","Chen Ding","CHINA","China"
"81","PNMC-D-22-00021R5","Tiemin Liu (CHINA)","Accurate measurement of energy expenditure and substrate oxidation using whole-room- or mobile- indirect calorimeter","Protocol","Revise","09 Mar 2023","01 May 2022","5 Complete; 0 Partial Review Saved; 9 Declined",NA,"","","Yingyun Gong ; Peter R. Murgatroyd ; Kumpei Tokuyama ; Yingyun Gong ; Peter R. Murgatroyd ; Kumpei Tokuyama ; Yingyun Gong ; Peter R. Murgatroyd ; Kumpei Tokuyama ; Yingyun Gong ; Peter R. Murgatroyd ; Kumpei Tokuyama ; Yingyun Gong ; Peter R. Murgatroyd ; Kumpei Tokuyama ; Yingyun Gong * ; Lee D. Hansen * ; Peter R. Murgatroyd * ; Kumpei Tokuyama * ; Shuyu Wang *","Sankari Gireesa","Chen Ding","CHINA","China"
"80","PNMC-D-22-00022R1","JEANNE MARIA DSOUZA (INDIA)","Genochondromatosis Revisted: the unanswered question","Brief Communication","Final Decision Reject","29 Sep 2022","11 May 2022","2 Complete; 0 Partial Review Saved; 51 Declined",NA,"","","Lavinia Di Meglio ; Ayşenur Paç Kısaarslan ; Lavinia Di Meglio * ; Ayşenur Paç Kısaarslan *","Sankari Gireesa","Chen Ding","INDIA","Overseas"
"79","PNMC-D-22-00023R2","Wei Yan (CHINA)","Proteomic portrait of human lymphoma revealed protein molecular fingerprint for disease specific subtypes and progression.","Article","Final Decision Accept","25 Aug 2022","07 May 2022","",NA,"","","Zhiyuan Hu, PhD ; Jeovanis Jeovanis Gil ; Maja Ludvigsen ; Zhiyuan Hu, PhD ; Maja Ludvigsen","Sankari Gireesa","Chen Ding","CHINA","China"
"78","PNMC-D-22-00024R4","Yi Lu (CHINA)","A genome-wide association study for susceptibility to axial length in highly myopic eyes","Article","Final Decision Accept","21 Oct 2022","08 May 2022","",NA,"","","Toomas Haller ; Weihua Meng ; Peng Zhou ; Riyan Cheng ; Rebecca Darlay ; Weihua Meng ; Patrik Waldmann ; Riyan Cheng ; Weihua Meng","Sankari Gireesa","Chen Ding","CHINA","China"
"77","PNMC-D-22-00025R2","Luonan Chen (CHINA)","NetNiche: microbe-metabolite network reconstruction and microbial niche analysis","Brief Communication","Revise","19 Jan 2023","10 May 2022","2 Complete; 0 Partial Review Saved; 1 Declined",NA,"","","Dai Hai Nguyen ; Naik Surabhi, Ph.D. ; Tao Zeng ; Willem Waegeman ; jun wang ; Tao Zeng ; Yan Zheng ; Tao Zeng * ; Yan Zheng *","Sankari Gireesa","Chen Ding","CHINA","China"
"76","PNMC-D-22-00026R4","Weihua Meng (UNITED KINGDOM)","A meta-analysis of the genome-wide association studies on two genetically correlated phenotypes suggests four new risk loci for headaches","Article","Final Decision Accept","21 Sep 2022","14 May 2022","",NA,"","","Mari Kaunisto ; Kati Kristiansson ; Federico Murgia ; Caroline Ran ; Kati Kristiansson ; Caroline Ran ; Andreas R. Gantenbein ; Kati Kristiansson","Sankari Gireesa","Chen Ding","UNITED KINGDOM","Overseas"
"75","PNMC-D-22-00027R4","Feng Qian (CHINA)","Deep Immunophenotyping of Human Whole Blood by Standardized Multi-Parametric Flow Cytometry Analyses","Protocol","Final Decision Accept","13 Dec 2022","17 May 2022","",NA,"","","Miriam P Beltrame ; Andreas Kummrow ; David R. Parks ; Lei Sun, Ph.D. ; Theresia M. Westers ; Miriam P Beltrame ; David R. Parks ; Lei Sun, Ph.D. ; Theresia M. Westers ; Yu. O. Davydova ; Claude Lambert, MD, PhD ; J. Paul Robinson ; Lei Sun, Ph.D. ; Yu. O. Davydova ; Claude Lambert, MD, PhD","Sankari Gireesa","Chen Ding","CHINA","China"
"74","PNMC-D-22-00028R2","Mei Tian (CHINA)","Protocol for body MRI/CT and extraction of imaging-derived phenotypes (IDPs) from the China Phenobank Project","Protocol","Revise","06 Feb 2023","15 May 2022","2 Complete; 0 Partial Review Saved",NA,"","","Yuan Huang ; Robert Rehmann, M.D. ; Sean B. Fain ; Norbert Hosten ; Robert Rehmann, M.D. ; Norbert Hosten * ; Robert Rehmann, M.D. *","Sankari Gireesa","Chen Ding","CHINA","China"
"73","PNMC-D-22-00029","Yafei Yuan (CHINA)","Human endogenous melatonin is modulated by non-visual effects of light","Review","Final Decision Reject","26 Jul 2022","20 May 2022","3 Complete; 0 Partial Review Saved; 33 Declined",NA,"","","Jing Cao * ; James Olcese, PhD * ; Maria Seron-Ferre *","Sankari Gireesa","Chen Ding","CHINA","China"
"72","PNMC-D-22-00031R7","Yifang Gao (CHINA)","Immune aging evaluation of peripheral T and NK lymphocytes subsets in Chinese healthy adults","Article","Final Decision Accept","24 Mar 2023","22 May 2022","",NA,"","","Michael G Brown ; Martin R. Goodier ; Dagmar Gotthardt ; Charles T. Lutz ; Calogero Caruso, M.D. ; Dagmar Gotthardt ; Calogero Caruso, M.D. ; Chris P. Verschoor ; Calogero Caruso, M.D. ; Bin Li ; Chris P. Verschoor ; Calogero Caruso, M.D. ; Calogero Caruso, M.D.","Sankari Gireesa","Chen Ding","CHINA","China"
"71","PNMC-D-22-00032R4","Chengyan Wang (CHINA)","Protocol for brain magnetic resonance imaging and extraction of imaging-derived phenotypes from the China Phenobank Project","Protocol","Final Decision Accept","11 Nov 2022","18 May 2022","",NA,"","","Hervé Saint-Jalmes ; Ulysses S. Torres ; Hervé Saint-Jalmes ; Ulysses S. Torres ; Hervé Saint-Jalmes ; Ulysses S. Torres","Sankari Gireesa","Chen Ding","CHINA","China"
"70","PNMC-D-22-00033R3","Cuiwei Yang (CHINA)","Generalized analysis of atrial fibrillation risk related electrocardiogram phenotypes: a healthy population-based study protocol","Protocol","Final Decision Withdrawn","05 Dec 2022","19 May 2022","",NA,"","","Jung Myung Lee ; Miguel Rodrigo ; Jung Myung Lee ; Miguel Rodrigo ; Jung Myung Lee ; Giulia Renda ; Miguel Rodrigo","","","CHINA","China"
"69","PNMC-D-22-00034R4","Jingjing Luo (CHINA)","A Protocol for Digitalized Collection of TCM Pulse Information by Using Bionic Pulse Diagnosis Equipment","Protocol","Final Decision Accept","09 Mar 2023","21 May 2022","",NA,"","","Stefano Laureti, PhD ; Kalburgi Maruthy, M.D ; Haixia Yan ; Stefano Laureti, PhD ; Kalburgi Maruthy, M.D","Sankari Gireesa","Chen Ding","CHINA","China"
"68","PNMC-D-22-00035","wejden brahmi (TUNISIA)","""The use of Imaging as non-destructive tool for water stress tolerance in spring barley (Hordeum vulgare L.)""","Article","Revise","01 Jul 2022","13 Jun 2022","3 Complete; 0 Partial Review Saved; 8 Declined",NA,"","","Yong Han, Ph.D * ; Guoping Zhang * ; Gaofeng Zhou *","Sankari Gireesa","Chen Ding","TUNISIA","Overseas"
"67","PNMC-D-22-00037R4","Feng Qian (CHINA)","Analysis of the Immune Response by Standardized Whole-Blood Stimulation with Metabolism Modulation","Protocol","Under Review","28 Apr 2023","31 May 2022","1 Complete; 0 Partial Review Saved; 1 Agreed; 2 Invited - No Response; 2 Declined",NA,"","","Darragh Duffy ; Vijay Kumar ; Qiangming Sun ; Darragh Duffy ; Kieran Meade ; Qiangming Sun ; Kieran Meade ; Qiangming Sun ; María Belén Vecchione ; Kieran Meade ; Selaelo Ivy Tshilwane, PhD ; Hanlin Zhou ; Kieran Meade * ; YongSheng Teng * ; Fuping You * ; Hanlin Zhou *","Chen Ding","Chen Ding","CHINA","China"
"66","PNMC-D-22-00038R3","Yuhua Fu (CHINA)","Autophagic clearance of lipid droplets alters metabolic phenotypes in a genetic obesity-diabetes mouse model","Article","Final Decision Accept","29 Sep 2022","02 Jun 2022","",NA,"","","Liang Ge ; Anna Katharina ; Zhong Qing ; Satoshi Tsukamoto ; Liang Ge ; Zhong Qing ; Satoshi Tsukamoto","Sankari Gireesa","Chen Ding","CHINA","China"
"65","PNMC-D-22-00039R3","Minghui Liu (CHINA)","Overview of a sleep monitoring protocol for a large natural population","Protocol","Final Decision Accept","03 Mar 2023","06 Jun 2022","",NA,"","","Diego R. Mazzotti ; Seiko Miyata ; Thomas Penzel ; Diego R. Mazzotti ; Seiko Miyata ; Thomas Penzel ; Diego R. Mazzotti","Sankari Gireesa","Chen Ding","CHINA","China"
"64","PNMC-D-22-00040R4","Xiangjun Chen (CHINA)","Presence of rare variants is associated with poorer survival in Chinese patients withamyotrophiclateralsclerosis","Article","Final Decision Accept","30 Dec 2022","12 Jun 2022","",NA,"","","Johnathan Cooper-Knock ; Gromicho Gromicho ; Naihe Jing ; Janine Kirby ; Johnathan Cooper-Knock ; Gromicho Gromicho ; Naihe Jing ; Johnathan Cooper-Knock ; Gromicho Gromicho ; Johnathan Cooper-Knock ; Gromicho Gromicho","Sankari Gireesa","Chen Ding","CHINA","China"
"63","PNMC-D-22-00041R2","Jingjing Xia (CHINA)","Skin microbiome, metabolome and skin phenome, from the perspectives of skin as an ecosystem","Review","Final Decision Accept","12 Aug 2022","14 Jun 2022","",NA,"","","David Karig ; Shigefumi Okamoto ; Fiorenza Rancan ; David Karig ; Fiorenza Rancan","Sankari Gireesa","Chen Ding","CHINA","China"
"62","PNMC-D-22-00042","rujittika mungmunpuntipantip (THAILAND)","Clinical Profiles at the Time of Diagnosis of SARS-CoV-2 Infection During the Pre-vaccination Period: Correspondence","Correspondence/Letter to the Editor","Final Decision Reject","27 Jun 2022","15 Jun 2022","",NA,"","","","Sankari Gireesa","Chen Ding","THAILAND","Overseas"
"61","PNMC-D-22-00043R4","Yan Zheng (CHINA)","Sample collection, DNA extraction, and library construction protocols of the human microbiome studies in the International Human Phenome Project","Protocol","Final Decision Accept","20 Jan 2023","17 Jun 2022","",NA,"","","Luisa W. Hugerth ; Heidi H. Kong ; Dieter M. Tourlousse ; Luisa W. Hugerth ; Dieter M. Tourlousse ; Luisa W. Hugerth ; Dieter M. Tourlousse","Sankari Gireesa","Chen Ding","CHINA","China"
"60","PNMC-D-22-00044R2","Chuantao Zuo (CHINA)","Adjustment for age- and gender-related metabolic changes improves the differential diagnosis of parkinsonism","Article","Final Decision Accept","23 Sep 2022","24 Jun 2022","",NA,"","","Ling Hao ; Kiwamu Matsuoka ; Ling Hao ; Kiwamu Matsuoka","Sankari Gireesa","Chen Ding","CHINA","China"
"59","PNMC-D-22-00045R2","Ligang Zhou (CHINA)","Protocol for Simultaneous EEG and fNIRS Measurement in Characterizing Brain State","Protocol","Revise","21 Mar 2023","28 Jun 2022","2 Complete; 0 Partial Review Saved",NA,"","","Saideh Ferdowsi ; Farzan Majeed Noori ; Hasan Al-Nashash ; Muthuraman Muthuraman ; Farzan Majeed Noori ; Hasan Al-Nashash * ; Muthuraman Muthuraman *","Sankari Gireesa","Chen Ding","CHINA","China"
"58","PNMC-D-22-00047R2","Ying Yu (CHINA)","A low-input protocol for conducting RNAseq experiments of whole blood samples","Protocol","Under Review","30 Apr 2023","27 Jul 2022","2 Agreed",NA,"","","Ester Feldmesser ; Elena A. Ponomarenko ; Johan Henriksson ; Elena A. Ponomarenko ; Naveen Ramalingam ; Johan Henriksson * ; Naveen Ramalingam *","Chen Ding","Chen Ding","CHINA","China"
"57","PNMC-D-22-00048R2","Xinyan Zhang (CHINA)","Quantifying individual health status from multi-omics data by health state map","Article","Final Decision Accept","01 Dec 2022","07 Aug 2022","",NA,"","","Minseung Kim ; Rui Liu, Ph.D ; Yong Wang ; Rui Liu, Ph.D ; Yong Wang","Sankari Gireesa","Chen Ding","CHINA","China"
"56","PNMC-D-22-00049R5","Xia Shen (CHINA)","Hidden genetic regulation of human complex traits via brain isoforms","Brief Communication","Final Decision Accept","23 Feb 2023","17 Aug 2022","",NA,"","","Huan Dou ; Nadine Parker ; Ting Qi ; Charley Xia ; Huan Dou ; Nadine Parker ; Ting Qi ; Charley Xia ; Huan Dou ; Nadine Parker ; Ting Qi ; Charley Xia","Sankari Gireesa","Chen Ding","CHINA","China"
"55","PNMC-D-22-00050R4","Minxue Shen (CHINA)","Allergic phenotypes and sarcopenia: evidence from observational studies and Mendelian randomization analysis","Brief Communication","Revision Submitted","29 Apr 2023","19 Aug 2022","",NA,"","","Lisha Hou ; Haomin Yang ; Jing Yang ; Haomin Yang ; Jing Yang ; Haomin Yang","","","CHINA","China"
"54","PNMC-D-22-00051R4","Wentao Dai (CHINA)","DBLiPro: a Database for Lipids and Proteins in human lipid metabolism","Article","Final Decision Accept","15 Feb 2023","20 Aug 2022","",NA,"","","Amaury Cazenave-Gassiot ; Harald Köfeler ; Zhuo Wang ; Amaury Cazenave-Gassiot ; Harald Köfeler ; Zhuo Wang ; Harald Köfeler ; Zhuo Wang","Sankari Gireesa","Chen Ding","CHINA","China"
"53","PNMC-D-22-00052","Cuiwei Yang (CHINA)","Effectiveness of 12-lead ECG-based gender and “heart age” estimation among healthy people: a study protocol for a retrospective trial (GAHE-HP)","Protocol","Final Decision Reject","18 Sep 2022","21 Aug 2022","4 Complete; 0 Partial Review Saved; 11 Declined",NA,"","","Chin Lin * ; Olle Pahlm * ; Tapio Seppänen * ; Johannes J. Struijk *","Sankari Gireesa","Chen Ding","CHINA","China"
"52","PNMC-D-22-00053","Yucheng Yang (CHINA)","Deciphering the genetic architecture of human brain using image-derived phenotypes","Review","Final Decision Withdrawn","24 Jan 2023","30 Aug 2022","2 Complete; 0 Partial Review Saved; 70 Declined",NA,"","","Harald E. Möller, Ph.D. * ; Chengyan Wang *","Sankari Gireesa","Chen Ding","CHINA","China"
"51","PNMC-D-22-00054","Maxim Ublinskiy (RUSSIAN FEDERATION)","The effect of acetylsalicylic acid on the intensity of BOLD signal in human visual cortex during video stimulation. fMRI study.","Article","Revise","13 Oct 2022","13 Sep 2022","3 Complete; 0 Partial Review Saved; 28 Declined",NA,"","","Peter Herman * ; Cheryl A. Olman * ; Wietske van der Zwaag *","Sankari Gireesa","Chen Ding","RUSSIAN FEDERATION","Overseas"
